CartoSanté; ; ; ; ; ; ; ; ; 
Référentiel géographique : France par bassin de vie; ; ; ; ; ; ; ; ; 
Code;Libellé;Part des bénéf. ophtalmo. dans pop. 2024;APL Médecins généralistes 2023;Densité d'orthophonistes lib. 2024;Densité de généralistes lib. 2024;Densité d'infirmiers lib. 2024;Densité de sages-femmes lib. 2024;Part des bénéf. en ALD dans la pop 2024;Densité des pharmacies pour 10 000 hab. 2024
88075;La Bresse;21.7;2.9;19;6.7;13.3;1.9;20.3;3.8
88078;Bruyères;23.8;3.7;19.6;7.2;13.1;2.6;N/A - secret statistique;2.6
88090;Charmes;23.1;3.1;26.4;6.3;13.7;3.1;17.4;2.6
88114;Contrexéville;22.4;4;27.2;7.3;14.5;1.8;19.7;4.5
88160;Épinal;20.7;4.3;28.5;8.8;11.5;3.3;N/A - secret statistique;3.4
88181;Fraize;24.7;3.4;26.1;10.4;13;3.4;21.3;3.5
88196;Gérardmer;22.7;4.6;44.5;12.5;16.9;3.5;18.9;5.3
88304;Mirecourt;21.9;3.3;16.6;7.7;13.3;2.2;18.5;3.3
88321;Neufchâteau;22.9;3.2;15.9;5.4;13.3;1.2;19.5;2.9
88367;Rambervillers;23.1;3.3;14.4;7.9;13;1.4;19.2;2.2
88372;Raon-l'Étape;26.6;3.9;12.8;7.7;23.5;3.4;N/A - secret statistique;3.8
88383;Remiremont;24.1;4.1;19.3;8.3;12.4;2.7;18.7;3.6
88408;Rupt-sur-Moselle;23.6;2.5;23.8;9.5;14.3;0;N/A - secret statistique;2.4
88413;Saint-Dié-des-Vosges;26.7;3.9;28.2;7.2;16.1;1;20.5;3.3
88468;Le Thillot;22;2.4;24.4;7.3;11.4;0;22.1;5.7
88486;Vagney;26.4;3.3;28.7;4.3;5.7;0;18.6;2.9
88487;Le Val-d'Ajol;25.4;2.4;48.4;7.3;12.1;0;21.5;2.4
88516;Vittel;22.7;3.6;24.2;7.3;15.7;0;20.6;2.4
88530;Xertigny;21.7;2.3;43.6;8.7;16.3;2.2;N/A - secret statistique;4.4
89003;Montholon;26.9;1.9;34.3;2.3;12.6;0;17.2;1.1
89024;Auxerre;27;2.8;23.3;6.1;14.1;1.2;20.9;2.7
89025;Avallon;26.6;3;15.5;6.6;12;1.6;21.5;3.5
89068;Chablis;24.1;2.5;25.2;6.3;7.6;0;18.2;2.5
89086;Charny Orée de Puisaye;27.3;2.1;40.5;5.7;18.6;1.6;23.1;3.2
89206;Joigny;28.6;2.5;19.5;7.2;13.7;2.6;18.6;3.3
89257;Migennes;29.3;2.2;4.8;4.3;11.6;0;19.3;1.9
89309;Pont-sur-Yonne;30.6;1.4;14.2;2.8;16.3;0;19.2;2.8
89345;Saint-Florentin;25.1;2.9;0;7.4;13;1.9;N/A - secret statistique;2.8
89368;Saint-Sauveur-en-Puisaye;26.1;3.6;26.8;10.7;21.5;0;23.9;2.7
89387;Sens;28;3;20.1;6;13.9;1.7;N/A - secret statistique;3.2
89418;Tonnerre;19.2;3.8;6.3;7.5;12.5;1.2;20.3;4.4
89419;Toucy;24.8;2.4;6.6;4.6;14.6;3.9;20.5;3.3
89464;Villeneuve-sur-Yonne;29;1.4;18.6;1.9;10.5;0;20.1;2.5
90010;Belfort;32.3;3.7;20.8;6.7;13.3;2.5;17.4;3.7
90033;Delle;31.8;2.2;10.5;5.8;9.5;4.2;N/A - secret statistique;2.1
90052;Giromagny;34.5;2.6;0;13.8;18.5;6.1;N/A - secret statistique;3.1
91016;Angerville;30.9;2.1;10.3;4.6;7.7;1;16.7;2.1
91021;Arpajon;32.3;2.2;10.4;4.6;7.7;1.6;13.9;1.9
91045;Ballancourt-sur-Essonne;34.3;1.8;18;13.3;6.9;4.2;15.4;2.5
91105;Breuillet;30.9;2.1;15.6;3.5;5.5;0.8;14.3;1.6
91200;Dourdan;24.8;2.1;34.1;4.4;6.8;1.9;16;2.4
91223;Étampes;32;2.4;9.5;3.8;7.6;0.9;N/A - secret statistique;2.1
91226;Étréchy;36;2.1;29.3;5.9;11.7;3.8;15.3;2.9
91232;La Ferté-Alais;35.1;2.4;17;3.4;10.2;3.4;16.7;1.7
91338;Limours;33.3;2.6;46.3;6.3;11.2;2;13.9;2.6
91376;Marolles-en-Hurepoix;36.8;2.1;13.8;2.8;6.9;2.7;13.1;2.8
91405;Milly-la-Forêt;32.4;2;23.1;5.2;14.4;3.4;16.7;2.3
95250;Fosses;29;2.2;21.3;4.8;6.1;0.5;N/A - secret statistique;2.4
95313;L'Isle-Adam;29.8;2.2;18.3;8.1;13.2;3.5;16.3;2.9
95351;Louvres;21.4;2;0;5;6.6;1.1;13.1;2.2
95355;Magny-en-Vexin;22.7;1.8;36.2;7.2;9;4.7;N/A - secret statistique;1.8
95370;Marines;26.4;1.3;8.9;3.6;8.9;0;14.2;1.8
95487;Persan;24.2;2.3;28.6;3.2;8.7;0.9;15.9;2.1
95652;Viarmes;32.1;2.6;14.7;5.4;9.8;1;N/A - secret statistique;2.9
97101;Les Abymes;18;3.7;39.8;8.3;28.6;2.6;19.5;3.9
97105;Basse-Terre;25.6;3.5;13.8;10.6;38;2.9;25.6;3.9
97106;Bouillante;23.3;2.5;41;7.4;32;4.7;26.9;3.3
97107;Capesterre-Belle-Eau;23.4;2;22.4;4.5;29.6;3.2;23.9;3.9
97112;Grand-Bourg;14.7;3.2;9.6;7.7;29.7;0;22.6;4.8
97122;Port-Louis;18.7;1.7;0;7.1;34.6;3.8;24;3.1
97129;Sainte-Rose;24.3;2.5;9.4;8.5;35.7;2.7;21.3;3.3
97209;Fort-de-France;15.9;4;31.5;12;27.1;4.6;20.1;4.6
97213;Le Lamentin;14.8;4.9;15.2;7.9;45.7;4.6;17.6;2.3
97222;Le Robert;17;3.3;34.2;7.4;28.8;3.2;19.9;3.3
97225;Saint-Pierre;15.4;2.7;6.2;10;38.1;2.4;22.5;3.1
97228;Sainte-Marie;16.1;3;47.6;8.3;39;3.5;25.1;4
97302;Cayenne;14.2;2.3;7.1;4.3;16.4;4.2;N/A - secret statistique;2
97304;Kourou;13.3;2.1;10.3;3.4;10.3;3.4;10.3;2.1
97311;Saint-Laurent-du-Maroni;2.4;1.2;1.1;1.8;4.4;2.9;4.2;1.1
97404;L'Étang-Salé;27.5;3.7;97;12.8;24.4;5.3;15.8;2.7
97409;Saint-André;20.8;4.4;17;8.8;35.6;2.9;16.7;2.9
97410;Saint-Benoît;18.4;3.8;25;7.8;17.8;3.3;17.6;3
97411;Saint-Denis;16.9;4.8;24;9.1;21.4;3.7;15.8;2.9
97412;Saint-Joseph;24.6;5;71.9;8.9;26.5;3.1;18.2;3
97413;Saint-Leu;31.5;5.3;101.1;12.9;21.4;8.3;16.4;2.8
97414;Saint-Louis;26.1;8.3;73.7;11.9;23;3.5;17.3;2.5
97415;Saint-Paul;30.4;6.4;62.2;12.1;21.2;4;16.4;2.9
97416;Saint-Pierre;23.8;5.8;89.5;11.6;27;3.1;17.7;2.5
97608;Dzaoudzi;2.4;N/A - résultat non disponible;3.4;0.3;3.1;0;0.5;0.3
97611;Mamoudzou;1.3;N/A - résultat non disponible;0.9;1.4;6.9;3.4;0.3;1.1
977ZZ;St-Barthélémy;20.5;N/A - résultat non disponible;18.9;5.7;12.3;4.1;1.9;2.8
978ZZ;St-Martin;20.2;N/A - résultat non disponible;22.2;7.9;19.7;1.8;16.5;3.5
